100,0.000032,0.000153,0.000287,0.000046,0.000049
5100,0.001645,0.001817,0.003499,0.002334,0.002204
10100,0.003346,0.003598,0.006787,0.004211,0.003148
15100,0.004710,0.005172,0.012687,0.005877,0.002018
20100,0.006556,0.006704,0.013297,0.007294,0.002153
